,TRIAL_ID,LATITUDE,LONGITUDE,LOCATION,Rank,NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Phases,Enrollment,Funded Bys,Study Type,Study Designs,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Study Documents,URL,AGE_LOWER,AGE_UPPER
221,54,27.7567667,-81.4639835,"Research Site, New York, New York, United States",55.0,NCT03626012,"A Study to Assess the Safety, Tolerability, and Pharmacokinetics of BIIB078 in Adults With C9ORF72-Associated Amyotrophic Lateral Sclerosis",,"Active, not recruiting",No Results Available,Amyotrophic Lateral Sclerosis,Drug: BIIB078|Drug: Placebo,Incidence of Adverse Events (AEs) and Serious Adverse Events (SAEs)|Serum BIIB078 Concentration|Area Under the Concentration-Time Curve (AUC) from Time 0 to Infinity (AUCinf)|AUC from Time 0 to Time of the Last Measurable Concentration (AUClast)|Maximum Observed Concentration (Cmax)|Time to Reach Cmax (Tmax)|Terminal Elimination Half-Life (t 1/2),Biogen,All,Phase 1,80.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",245AS101|2017-000294-36,"September 10, 2018","September 27, 2021","September 27, 2021","August 10, 2018",,"June 4, 2019",,https://ClinicalTrials.gov/show/NCT03626012,18.0,100.0
222,54,32.3293809,-83.1137366,"Research Site, Knoxville, Tennessee, United States",55.0,NCT03626012,"A Study to Assess the Safety, Tolerability, and Pharmacokinetics of BIIB078 in Adults With C9ORF72-Associated Amyotrophic Lateral Sclerosis",,"Active, not recruiting",No Results Available,Amyotrophic Lateral Sclerosis,Drug: BIIB078|Drug: Placebo,Incidence of Adverse Events (AEs) and Serious Adverse Events (SAEs)|Serum BIIB078 Concentration|Area Under the Concentration-Time Curve (AUC) from Time 0 to Infinity (AUCinf)|AUC from Time 0 to Time of the Last Measurable Concentration (AUClast)|Maximum Observed Concentration (Cmax)|Time to Reach Cmax (Tmax)|Terminal Elimination Half-Life (t 1/2),Biogen,All,Phase 1,80.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",245AS101|2017-000294-36,"September 10, 2018","September 27, 2021","September 27, 2021","August 10, 2018",,"June 4, 2019",,https://ClinicalTrials.gov/show/NCT03626012,18.0,100.0
223,54,39.5162234,-76.9382069,"Research Site, Montreal, Quebec, Canada",55.0,NCT03626012,"A Study to Assess the Safety, Tolerability, and Pharmacokinetics of BIIB078 in Adults With C9ORF72-Associated Amyotrophic Lateral Sclerosis",,"Active, not recruiting",No Results Available,Amyotrophic Lateral Sclerosis,Drug: BIIB078|Drug: Placebo,Incidence of Adverse Events (AEs) and Serious Adverse Events (SAEs)|Serum BIIB078 Concentration|Area Under the Concentration-Time Curve (AUC) from Time 0 to Infinity (AUCinf)|AUC from Time 0 to Time of the Last Measurable Concentration (AUClast)|Maximum Observed Concentration (Cmax)|Time to Reach Cmax (Tmax)|Terminal Elimination Half-Life (t 1/2),Biogen,All,Phase 1,80.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",245AS101|2017-000294-36,"September 10, 2018","September 27, 2021","September 27, 2021","August 10, 2018",,"June 4, 2019",,https://ClinicalTrials.gov/show/NCT03626012,18.0,100.0
224,54,42.3788774,-72.032366,"Service ORL Assistance Publique Hôpitaux de Marseille, Marseille, France",55.0,NCT03626012,"A Study to Assess the Safety, Tolerability, and Pharmacokinetics of BIIB078 in Adults With C9ORF72-Associated Amyotrophic Lateral Sclerosis",,"Active, not recruiting",No Results Available,Amyotrophic Lateral Sclerosis,Drug: BIIB078|Drug: Placebo,Incidence of Adverse Events (AEs) and Serious Adverse Events (SAEs)|Serum BIIB078 Concentration|Area Under the Concentration-Time Curve (AUC) from Time 0 to Infinity (AUCinf)|AUC from Time 0 to Time of the Last Measurable Concentration (AUClast)|Maximum Observed Concentration (Cmax)|Time to Reach Cmax (Tmax)|Terminal Elimination Half-Life (t 1/2),Biogen,All,Phase 1,80.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",245AS101|2017-000294-36,"September 10, 2018","September 27, 2021","September 27, 2021","August 10, 2018",,"June 4, 2019",,https://ClinicalTrials.gov/show/NCT03626012,18.0,100.0
225,54,38.7604815,-92.5617875,"Hôpital Roger Salengro, CHU, Lille, France",55.0,NCT03626012,"A Study to Assess the Safety, Tolerability, and Pharmacokinetics of BIIB078 in Adults With C9ORF72-Associated Amyotrophic Lateral Sclerosis",,"Active, not recruiting",No Results Available,Amyotrophic Lateral Sclerosis,Drug: BIIB078|Drug: Placebo,Incidence of Adverse Events (AEs) and Serious Adverse Events (SAEs)|Serum BIIB078 Concentration|Area Under the Concentration-Time Curve (AUC) from Time 0 to Infinity (AUCinf)|AUC from Time 0 to Time of the Last Measurable Concentration (AUClast)|Maximum Observed Concentration (Cmax)|Time to Reach Cmax (Tmax)|Terminal Elimination Half-Life (t 1/2),Biogen,All,Phase 1,80.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",245AS101|2017-000294-36,"September 10, 2018","September 27, 2021","September 27, 2021","August 10, 2018",,"June 4, 2019",,https://ClinicalTrials.gov/show/NCT03626012,18.0,100.0
226,54,40.7127281,-74.0060152,"Neuromuscular Research Center, Phoenix, Arizona, United States",55.0,NCT03626012,"A Study to Assess the Safety, Tolerability, and Pharmacokinetics of BIIB078 in Adults With C9ORF72-Associated Amyotrophic Lateral Sclerosis",,"Active, not recruiting",No Results Available,Amyotrophic Lateral Sclerosis,Drug: BIIB078|Drug: Placebo,Incidence of Adverse Events (AEs) and Serious Adverse Events (SAEs)|Serum BIIB078 Concentration|Area Under the Concentration-Time Curve (AUC) from Time 0 to Infinity (AUCinf)|AUC from Time 0 to Time of the Last Measurable Concentration (AUClast)|Maximum Observed Concentration (Cmax)|Time to Reach Cmax (Tmax)|Terminal Elimination Half-Life (t 1/2),Biogen,All,Phase 1,80.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",245AS101|2017-000294-36,"September 10, 2018","September 27, 2021","September 27, 2021","August 10, 2018",,"June 4, 2019",,https://ClinicalTrials.gov/show/NCT03626012,18.0,100.0
227,54,35.7730076,-86.2820081,"Mayo Clinic - Arizona, Scottsdale, Arizona, United States",55.0,NCT03626012,"A Study to Assess the Safety, Tolerability, and Pharmacokinetics of BIIB078 in Adults With C9ORF72-Associated Amyotrophic Lateral Sclerosis",,"Active, not recruiting",No Results Available,Amyotrophic Lateral Sclerosis,Drug: BIIB078|Drug: Placebo,Incidence of Adverse Events (AEs) and Serious Adverse Events (SAEs)|Serum BIIB078 Concentration|Area Under the Concentration-Time Curve (AUC) from Time 0 to Infinity (AUCinf)|AUC from Time 0 to Time of the Last Measurable Concentration (AUClast)|Maximum Observed Concentration (Cmax)|Time to Reach Cmax (Tmax)|Terminal Elimination Half-Life (t 1/2),Biogen,All,Phase 1,80.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",245AS101|2017-000294-36,"September 10, 2018","September 27, 2021","September 27, 2021","August 10, 2018",,"June 4, 2019",,https://ClinicalTrials.gov/show/NCT03626012,18.0,100.0
228,54,52.4760892,-71.8258668,"University of California San Diego, La Jolla, California, United States",55.0,NCT03626012,"A Study to Assess the Safety, Tolerability, and Pharmacokinetics of BIIB078 in Adults With C9ORF72-Associated Amyotrophic Lateral Sclerosis",,"Active, not recruiting",No Results Available,Amyotrophic Lateral Sclerosis,Drug: BIIB078|Drug: Placebo,Incidence of Adverse Events (AEs) and Serious Adverse Events (SAEs)|Serum BIIB078 Concentration|Area Under the Concentration-Time Curve (AUC) from Time 0 to Infinity (AUCinf)|AUC from Time 0 to Time of the Last Measurable Concentration (AUClast)|Maximum Observed Concentration (Cmax)|Time to Reach Cmax (Tmax)|Terminal Elimination Half-Life (t 1/2),Biogen,All,Phase 1,80.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",245AS101|2017-000294-36,"September 10, 2018","September 27, 2021","September 27, 2021","August 10, 2018",,"June 4, 2019",,https://ClinicalTrials.gov/show/NCT03626012,18.0,100.0
229,55,43.2961743,5.3699525,"Loma Linda University Health System, Department of Neurology, Loma Linda, California, United States",56.0,NCT02665663,Tongue Strength in Amyotrophic Lateral Sclerosis (ALS),,Unknown status,No Results Available,Amyotrophic Lateral Sclerosis,Device: medical device,Maximum tongue strength|Tongue contact duration,Assistance Publique Hopitaux De Marseille,All,Not Applicable,60.0,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Screening,2015-18,February 2016,March 2018,July 2018,"January 28, 2016",,"January 28, 2016",,https://ClinicalTrials.gov/show/NCT02665663,18.0,100.0
230,56,50.6365654,3.0635282,"Keck School of Medicine, University of Southern California, Los Angeles, California, United States",57.0,NCT03293069,Conservative Iron Chelation as a Disease-modifying Strategy in Amyotrophic Lateral Sclerosis,FAIR-ALS II,Recruiting,No Results Available,Amyotrophic Lateral Sclerosis,Drug: Deferiprone|Drug: Placebo Oral Tablet,CAFS score (Combined Assessment of Function and Survival)|Changes in ALS Functional Rating Scale-Revised (ALSFRS-R) total score|All-cause and respiratory insufficiency mortality|Changes in muscle strength|Change in the slow vital capacity|Changes in body weight|Change in Quality of life|DSMIV criteria|Fronto-Temporal Dementia (FTD) criteria|Change in Montreal Cognitive Assessment (MoCA)|Change in Edinburgh Cognitive and Behavioural Amyotrophic Lateral Sclerosis Screen (ECAS),"University Hospital, Lille|Ministry of Health, France",All,Phase 2|Phase 3,240.0,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",2016_76|2017-003763-35,"January 30, 2019",March 2022,April 2022,"September 26, 2017",,"May 21, 2019",,https://ClinicalTrials.gov/show/NCT03293069,18.0,75.0
231,57,34.395342,-111.7632755,"University of California Los Angeles, Los Angeles, California, United States",58.0,NCT03068754,Study of Acthar® Gel (Acthar) for Amyotrophic Lateral Sclerosis (ALS),,"Active, not recruiting",No Results Available,Amyotrophic Lateral Sclerosis,Drug: Acthar|Drug: Placebo,Treatment Period: Scores on a scale for telephone-administered Amyotrophic Lateral Sclerosis Functional Rating Scale-Revised (ALSFRS-R)|Number of participants experiencing an adverse event during the Treatment Period|Number of participants experiencing an adverse event by the end of the Trial|Treatment Period: Spirometry (%)|Treatment Period: Scores on a scale for investigator-administered ALSFRS-R|Extension Period: Scores on a scale for investigator-administered ALSFRS-R,Mallinckrodt,All,Phase 2|Phase 3,143.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",MNK14042068,"June 22, 2017",October 2021,October 2021,"March 3, 2017",,"July 22, 2019",,https://ClinicalTrials.gov/show/NCT03068754,18.0,75.0
232,57,34.395342,-111.7632755,"University of California Irvine Medical Center, Orange, California, United States",58.0,NCT03068754,Study of Acthar® Gel (Acthar) for Amyotrophic Lateral Sclerosis (ALS),,"Active, not recruiting",No Results Available,Amyotrophic Lateral Sclerosis,Drug: Acthar|Drug: Placebo,Treatment Period: Scores on a scale for telephone-administered Amyotrophic Lateral Sclerosis Functional Rating Scale-Revised (ALSFRS-R)|Number of participants experiencing an adverse event during the Treatment Period|Number of participants experiencing an adverse event by the end of the Trial|Treatment Period: Spirometry (%)|Treatment Period: Scores on a scale for investigator-administered ALSFRS-R|Extension Period: Scores on a scale for investigator-administered ALSFRS-R,Mallinckrodt,All,Phase 2|Phase 3,143.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",MNK14042068,"June 22, 2017",October 2021,October 2021,"March 3, 2017",,"July 22, 2019",,https://ClinicalTrials.gov/show/NCT03068754,18.0,75.0
233,57,36.7014631,-118.7559974,"California Pacific Medical Center, San Francisco, California, United States",58.0,NCT03068754,Study of Acthar® Gel (Acthar) for Amyotrophic Lateral Sclerosis (ALS),,"Active, not recruiting",No Results Available,Amyotrophic Lateral Sclerosis,Drug: Acthar|Drug: Placebo,Treatment Period: Scores on a scale for telephone-administered Amyotrophic Lateral Sclerosis Functional Rating Scale-Revised (ALSFRS-R)|Number of participants experiencing an adverse event during the Treatment Period|Number of participants experiencing an adverse event by the end of the Trial|Treatment Period: Spirometry (%)|Treatment Period: Scores on a scale for investigator-administered ALSFRS-R|Extension Period: Scores on a scale for investigator-administered ALSFRS-R,Mallinckrodt,All,Phase 2|Phase 3,143.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",MNK14042068,"June 22, 2017",October 2021,October 2021,"March 3, 2017",,"July 22, 2019",,https://ClinicalTrials.gov/show/NCT03068754,18.0,75.0
234,57,36.7014631,-118.7559974,"University of California San Francisco, San Francisco, California, United States",58.0,NCT03068754,Study of Acthar® Gel (Acthar) for Amyotrophic Lateral Sclerosis (ALS),,"Active, not recruiting",No Results Available,Amyotrophic Lateral Sclerosis,Drug: Acthar|Drug: Placebo,Treatment Period: Scores on a scale for telephone-administered Amyotrophic Lateral Sclerosis Functional Rating Scale-Revised (ALSFRS-R)|Number of participants experiencing an adverse event during the Treatment Period|Number of participants experiencing an adverse event by the end of the Trial|Treatment Period: Spirometry (%)|Treatment Period: Scores on a scale for investigator-administered ALSFRS-R|Extension Period: Scores on a scale for investigator-administered ALSFRS-R,Mallinckrodt,All,Phase 2|Phase 3,143.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",MNK14042068,"June 22, 2017",October 2021,October 2021,"March 3, 2017",,"July 22, 2019",,https://ClinicalTrials.gov/show/NCT03068754,18.0,75.0
235,57,36.7014631,-118.7559974,"Colorado Springs Neurological Associates, Colorado Springs, Colorado, United States",58.0,NCT03068754,Study of Acthar® Gel (Acthar) for Amyotrophic Lateral Sclerosis (ALS),,"Active, not recruiting",No Results Available,Amyotrophic Lateral Sclerosis,Drug: Acthar|Drug: Placebo,Treatment Period: Scores on a scale for telephone-administered Amyotrophic Lateral Sclerosis Functional Rating Scale-Revised (ALSFRS-R)|Number of participants experiencing an adverse event during the Treatment Period|Number of participants experiencing an adverse event by the end of the Trial|Treatment Period: Spirometry (%)|Treatment Period: Scores on a scale for investigator-administered ALSFRS-R|Extension Period: Scores on a scale for investigator-administered ALSFRS-R,Mallinckrodt,All,Phase 2|Phase 3,143.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",MNK14042068,"June 22, 2017",October 2021,October 2021,"March 3, 2017",,"July 22, 2019",,https://ClinicalTrials.gov/show/NCT03068754,18.0,75.0
